Category,City,Segment,State/Province,Sub-Category,KPI Selector,Profit,Quantity,Sales,Total Profit,Total Quantity,Total Sales
Technology,Temecula,Consumer,California,Accessories,36.24,15.2208,1,36.24,15.2208,1,36.24
Technology,Seattle,Consumer,Washington,Accessories,11.54,3.462,1,11.54,3.462,1,11.54
Technology,Los Angeles,Consumer,California,Accessories,66.26,27.1666,2,66.26,27.1666,2,66.26
Technology,Pomona,Consumer,California,Accessories,99.98,34.993,2,99.98,34.993,2,99.98
Technology,San Francisco,Consumer,California,Accessories,99.54,10.9494,2,99.54,10.9494,2,99.54
Technology,Edmonds,Consumer,Washington,Accessories,25.78,2.578,2,25.78,2.578,2,25.78
Technology,Seattle,Consumer,Washington,Accessories,79.98,26.3934,2,79.98,26.3934,2,79.98
Technology,Seattle,Consumer,Washington,Accessories,71.98,15.1158,2,71.98,15.1158,2,71.98
Technology,Los Angeles,Consumer,California,Accessories,772.47,146.7693,3,772.47,146.7693,3,772.47
Technology,Los Angeles,Consumer,California,Accessories,62.31,22.4316,3,62.31,22.4316,3,62.31
Technology,Boise,Consumer,Idaho,Accessories,89.97,37.7874,3,89.97,37.7874,3,89.97
Technology,San Francisco,Consumer,California,Accessories,339.96,122.3856,4,339.96,122.3856,4,339.96
Technology,San Francisco,Consumer,California,Accessories,199.96,85.9828,4,199.96,85.9828,4,199.96
Technology,Seattle,Consumer,Washington,Accessories,132.52,54.3332,4,132.52,54.3332,4,132.52
Technology,Seattle,Consumer,Washington,Copiers,13999.96,6719.9808,4,13999.96,6719.9808,4,13999.96
Technology,Los Angeles,Consumer,California,Accessories,474.95,142.485,5,474.95,142.485,5,474.95
Technology,Los Angeles,Consumer,California,Accessories,82.95,29.0325,5,82.95,29.0325,5,82.95
Technology,Los Angeles,Consumer,California,Accessories,1649.95,659.98,5,1649.95,659.98,5,1649.95
Technology,Temecula,Consumer,California,Accessories,248.85,27.3735,5,248.85,27.3735,5,248.85
Technology,Los Angeles,Consumer,California,Accessories,299.94,128.9742,6,299.94,128.9742,6,299.94
Technology,San Francisco,Consumer,California,Accessories,209.93,92.3692,7,209.93,92.3692,7,209.93
Technology,San Francisco,Consumer,California,Accessories,139.93,34.9825,7,139.93,34.9825,7,139.93
Technology,Fresno,Consumer,California,Copiers,479.984,59.998,2,479.984,59.998,2,479.984
Technology,Thousand Oaks,Consumer,California,Phones,15.984,1.1988,2,15.984,1.1988,2,15.984
Technology,Portland,Consumer,Oregon,Phones,344.704,38.7792,2,344.704,38.7792,2,344.704
Technology,Portland,Consumer,Oregon,Phones,572.8,50.12,2,572.8,50.12,2,572.8
Technology,Edmonds,Consumer,Washington,Phones,455.712,34.1784,2,455.712,34.1784,2,455.712
Technology,Tucson,Consumer,Arizona,Accessories,71.976,21.5928,3,71.976,21.5928,3,71.976
Technology,Hillsboro,Consumer,Oregon,Accessories,53.04,-4.641,3,53.04,-4.641,3,53.04
Technology,Los Angeles,Consumer,California,Phones,374.376,46.797,3,374.376,46.797,3,374.376
Technology,Los Angeles,Consumer,California,Phones,55.176,-12.4146,3,55.176,-12.4146,3,55.176
Technology,Temecula,Consumer,California,Phones,494.376,49.4376,3,494.376,49.4376,3,494.376
Technology,Pocatello,Consumer,Idaho,Phones,302.376,22.6782,3,302.376,22.6782,3,302.376
Technology,Seattle,Consumer,Washington,Phones,107.88,10.788,3,107.88,10.788,3,107.88
Technology,Fresno,Consumer,California,Phones,211.168,15.8376,4,211.168,15.8376,4,211.168
Technology,Oakland,Consumer,California,Phones,431.968,37.7972,4,431.968,37.7972,4,431.968
Technology,Westminster,Consumer,California,Phones,31.968,2.3976,4,31.968,2.3976,4,31.968
Technology,Draper,Consumer,Utah,Phones,126.56,47.46,4,126.56,47.46,4,126.56
Technology,Los Angeles,Consumer,California,Phones,503.96,50.396,5,503.96,50.396,5,503.96
Technology,San Francisco,Consumer,California,Phones,657.504,-131.5008,6,657.504,-131.5008,6,657.504
Technology,Aurora,Consumer,Colorado,Phones,125.944,15.743,7,125.944,15.743,7,125.944
Technology,Mesa,Consumer,Arizona,Phones,552,34.5,10,552,34.5,10,552
Technology,Portland,Consumer,Oregon,Machines,179.991,-251.9874,3,179.991,-251.9874,3,179.991
Technology,Lansing,Consumer,Michigan,Phones,10.95,0.438000000,1,10.95,0.438000000,1,10.95
Technology,Lansing,Consumer,Michigan,Copiers,599.98,209.993,2,599.98,209.993,2,599.98
Technology,Saint Charles,Consumer,Missouri,Accessories,113.52,46.5432,4,113.52,46.5432,4,113.52
Technology,Norman,Consumer,Oklahoma,Accessories,1287.45,244.6155,5,1287.45,244.6155,5,1287.45
Technology,Fort Worth,Consumer,Texas,Accessories,63.992,-7.1991,1,63.992,-7.1991,1,63.992
Technology,Chicago,Consumer,Illinois,Phones,36.792,4.1391,1,36.792,4.1391,1,36.792
Technology,Houston,Consumer,Texas,Accessories,159.984,35.9964,2,159.984,35.9964,2,159.984
Technology,Skokie,Consumer,Illinois,Accessories,39.264,-4.908,3,39.264,-4.908,3,39.264
Technology,Amarillo,Consumer,Texas,Accessories,79.512,20.8719,3,79.512,20.8719,3,79.512
Technology,Amarillo,Consumer,Texas,Accessories,263.88,42.8805,3,263.88,42.8805,3,263.88
Technology,Austin,Consumer,Texas,Accessories,95.736,20.3439,3,95.736,20.3439,3,95.736
Technology,Houston,Consumer,Texas,Phones,55.176,-12.4146,3,55.176,-12.4146,3,55.176
Technology,Houston,Consumer,Texas,Accessories,223.96,11.198,5,223.96,11.198,5,223.96
Technology,Houston,Consumer,Texas,Phones,79.96,7.996000000,5,79.96,7.996000000,5,79.96
Technology,New York City,Consumer,New York,Accessories,166.24,24.936,1,166.24,24.936,1,166.24
Technology,New York City,Consumer,New York,Phones,16.99,4.4174,1,16.99,4.4174,1,16.99
Technology,Newark,Consumer,Delaware,Phones,129.98,62.3904,2,129.98,62.3904,2,129.98
Technology,New York City,Consumer,New York,Machines,1349.85,364.4595,3,1349.85,364.4595,3,1349.85
Technology,New York City,Consumer,New York,Phones,287.97,80.6316,3,287.97,80.6316,3,287.97
Technology,New York City,Consumer,New York,Machines,2799.96,1371.9804,4,2799.96,1371.9804,4,2799.96
Technology,Utica,Consumer,New York,Phones,279.96,78.3888,4,279.96,78.3888,4,279.96
Technology,Utica,Consumer,New York,Phones,119.94,5.997000000,6,119.94,5.997000000,6,119.94
Technology,New York City,Consumer,New York,Accessories,2309.65,762.1845,7,2309.65,762.1845,7,2309.65
Technology,New York City,Consumer,New York,Accessories,120,13.2,8,120,13.2,8,120
Technology,Cleveland,Consumer,Ohio,Accessories,58.112,7.264000000,2,58.112,7.264000000,2,58.112
Technology,Columbus,Consumer,Ohio,Accessories,159.984,43.9956,2,159.984,43.9956,2,159.984
Technology,Columbus,Consumer,Ohio,Accessories,142.488,-3.5622,3,142.488,-3.5622,3,142.488
Technology,Columbus,Consumer,Ohio,Phones,44.376,-7.396,2,44.376,-7.396,2,44.376
Technology,Marion,Consumer,Ohio,Phones,485.94,-89.089000000,2,485.94,-89.089000000,2,485.94
Technology,Columbus,Consumer,Ohio,Machines,101.994,-71.3958,2,101.994,-71.3958,2,101.994
Technology,Huntsville,Consumer,Alabama,Accessories,29,7.25,2,29,7.25,2,29
Technology,Kenner,Consumer,Louisiana,Accessories,71.98,15.1158,2,71.98,15.1158,2,71.98
Technology,Springfield,Consumer,Virginia,Accessories,100,21,4,100,21,4,100
Technology,Hickory,Consumer,North Carolina,Phones,36.192,2.7144,1,36.192,2.7144,1,36.192
Technology,Lakeland,Consumer,Florida,Phones,11.824,1.0346,2,11.824,1.0346,2,11.824
Technology,Charlotte,Consumer,North Carolina,Accessories,23.472,4.9878,3,23.472,4.9878,3,23.472
Technology,Charlotte,Consumer,North Carolina,Phones,627.168,70.556400000,4,627.168,70.556400000,4,627.168
Technology,Jacksonville,Consumer,Florida,Phones,823.96,51.4975,5,823.96,51.4975,5,823.96
Technology,Asheville,Consumer,North Carolina,Phones,1363.96,85.2475,5,1363.96,85.2475,5,1363.96
Technology,Plantation,Consumer,Florida,Accessories,447.944,89.5888,7,447.944,89.5888,7,447.944
Technology,Lakeland,Consumer,Florida,Phones,55.944,-13.2867,7,55.944,-13.2867,7,55.944
Technology,Raleigh,Consumer,North Carolina,Phones,863.928,86.3928,9,863.928,86.3928,9,863.928
Technology,San Francisco,Consumer,California,Accessories,199.99,85.9957,1,199.99,85.9957,1,199.99
Technology,Seattle,Consumer,Washington,Accessories,199.98,75.9924,2,199.98,75.9924,2,199.98
Technology,Seattle,Consumer,Washington,Accessories,118,20.06,2,118,20.06,2,118
Technology,San Francisco,Consumer,California,Accessories,179.97,86.3856,3,179.97,86.3856,3,179.97
Technology,Anaheim,Consumer,California,Accessories,119.96,25.1916,4,119.96,25.1916,4,119.96
Technology,Seattle,Consumer,Washington,Accessories,144.96,60.8832,4,144.96,60.8832,4,144.96
Technology,Spokane,Consumer,Washington,Accessories,239.94,26.3934,6,239.94,26.3934,6,239.94
Technology,Santa Ana,Consumer,California,Accessories,1399.93,601.9699,7,1399.93,601.9699,7,1399.93
Technology,Seattle,Consumer,Washington,Accessories,447.93,49.2723,9,447.93,49.2723,9,447.93
Technology,Los Angeles,Consumer,California,Phones,164.792,18.5391,1,164.792,18.5391,1,164.792
Technology,Redlands,Consumer,California,Phones,1295.84,145.782,4,1295.84,145.782,4,1295.84
Technology,San Francisco,Consumer,California,Copiers,2799.96,944.9865,5,2799.96,944.9865,5,2799.96
Technology,Seattle,Consumer,Washington,Phones,79.96,-17.991,5,79.96,-17.991,5,79.96
Technology,Thornton,Consumer,Colorado,Accessories,447.944,89.5888,7,447.944,89.5888,7,447.944
Technology,Murray,Consumer,Utah,Phones,71.928,6.2937,9,71.928,6.2937,9,71.928
Technology,Lawrence,Consumer,Indiana,Machines,83.9,22.653,2,83.9,22.653,2,83.9
Technology,Lawrence,Consumer,Indiana,Accessories,393.54,165.2868,3,393.54,165.2868,3,393.54
Technology,Bloomington,Consumer,Indiana,Phones,134.85,37.758,3,134.85,37.758,3,134.85
Technology,Noblesville,Consumer,Indiana,Phones,135.72,35.2872,3,135.72,35.2872,3,135.72
Technology,Tulsa,Consumer,Oklahoma,Phones,104.85,28.3095,3,104.85,28.3095,3,104.85
Technology,Noblesville,Consumer,Indiana,Phones,263.96,71.2692,4,263.96,71.2692,4,263.96
Technology,Elkhart,Consumer,Indiana,Accessories,159.75,11.1825,5,159.75,11.1825,5,159.75
Technology,South Bend,Consumer,Indiana,Accessories,831.2,124.68,5,831.2,124.68,5,831.2
Technology,Springfield,Consumer,Missouri,Accessories,296.85,53.433,5,296.85,53.433,5,296.85
Technology,Lawrence,Consumer,Indiana,Accessories,155.34,55.9224,6,155.34,55.9224,6,155.34
Technology,Detroit,Consumer,Michigan,Accessories,104.88,41.952,6,104.88,41.952,6,104.88
Technology,Springfield,Consumer,Missouri,Accessories,112.8,6.768,6,112.8,6.768,6,112.8
Technology,Saint Louis,Consumer,Missouri,Accessories,111.79,43.5981,7,111.79,43.5981,7,111.79
Technology,Tulsa,Consumer,Oklahoma,Accessories,167.28,23.4192,12,167.28,23.4192,12,167.28
Technology,Evanston,Consumer,Illinois,Phones,11.992,0.899400000,1,11.992,0.899400000,1,11.992
Technology,Dallas,Consumer,Texas,Accessories,94.992,-2.3748,2,94.992,-2.3748,2,94.992
Technology,Houston,Consumer,Texas,Accessories,57.584,0.719800000,2,57.584,0.719800000,2,57.584
Technology,Houston,Consumer,Texas,Accessories,24,-2.7,2,24,-2.7,2,24
Technology,Houston,Consumer,Texas,Accessories,26.176,-3.272,2,26.176,-3.272,2,26.176
Technology,Chicago,Consumer,Illinois,Phones,31.984,11.1944,2,31.984,11.1944,2,31.984
Technology,Chicago,Consumer,Illinois,Phones,148.48,16.704,2,148.48,16.704,2,148.48
Technology,Chicago,Consumer,Illinois,Accessories,239.976,53.9946,3,239.976,53.9946,3,239.976
Technology,Beaumont,Consumer,Texas,Accessories,119.976,-17.9964,3,119.976,-17.9964,3,119.976
Technology,Dallas,Consumer,Texas,Accessories,297.576,-7.439400000,3,297.576,-7.439400000,3,297.576
Technology,Dallas,Consumer,Texas,Accessories,15.576,3.3099,3,15.576,3.3099,3,15.576
Technology,Chicago,Consumer,Illinois,Phones,359.976,35.9976,3,359.976,35.9976,3,359.976
Technology,Glenview,Consumer,Illinois,Phones,158.376,13.8579,3,158.376,13.8579,3,158.376
Technology,Beaumont,Consumer,Texas,Accessories,319.968,95.9904,4,319.968,95.9904,4,319.968
Technology,Chicago,Consumer,Illinois,Phones,659.168,49.4376,4,659.168,49.4376,4,659.168
Technology,Naperville,Consumer,Illinois,Accessories,239.96,83.986,5,239.96,83.986,5,239.96
Technology,Dallas,Consumer,Texas,Accessories,398.4,84.66,5,398.4,84.66,5,398.4
Technology,Houston,Consumer,Texas,Phones,719.96,53.997,5,719.96,53.997,5,719.96
Technology,San Antonio,Consumer,Texas,Phones,823.96,51.4975,5,823.96,51.4975,5,823.96
Technology,Decatur,Consumer,Illinois,Accessories,479.952,89.991,6,479.952,89.991,6,479.952
Technology,Carrollton,Consumer,Texas,Accessories,1399.944,52.4979,7,1399.944,52.4979,7,1399.944
Technology,Chicago,Consumer,Illinois,Phones,537.544,53.7544,7,537.544,53.7544,7,537.544
Technology,Houston,Consumer,Texas,Phones,419.944,52.493,7,419.944,52.493,7,419.944
Technology,Houston,Consumer,Texas,Phones,1114.4,376.11,7,1114.4,376.11,7,1114.4
Technology,San Antonio,Consumer,Texas,Machines,399.54,-79.908,2,399.54,-79.908,2,399.54
Technology,Rochester,Consumer,New York,Accessories,31.95,2.2365,1,31.95,2.2365,1,31.95
Technology,Everett,Consumer,Massachusetts,Phones,39.99,11.5971,1,39.99,11.5971,1,39.99
Technology,New York City,Consumer,New York,Phones,135.99,36.7173,1,135.99,36.7173,1,135.99
Technology,New York City,Consumer,New York,Accessories,41.9,8.799,2,41.9,8.799,2,41.9
Technology,New York City,Consumer,New York,Accessories,31.86,11.151,2,31.86,11.151,2,31.86
Technology,Oceanside,Consumer,New York,Accessories,13.98,6.0114,2,13.98,6.0114,2,13.98
Technology,Wilmington,Consumer,Delaware,Phones,307.98,89.3142,2,307.98,89.3142,2,307.98
Technology,New York City,Consumer,New York,Phones,99.98,3.999200000,2,99.98,3.999200000,2,99.98
Technology,New York City,Consumer,New York,Phones,307.98,89.3142,2,307.98,89.3142,2,307.98
Technology,New York City,Consumer,New York,Accessories,20.37,6.9258,3,20.37,6.9258,3,20.37
Technology,New York City,Consumer,New York,Accessories,57.06,18.2592,3,57.06,18.2592,3,57.06
Technology,New York City,Consumer,New York,Accessories,239.97,71.991,3,239.97,71.991,3,239.97
Technology,Franklin,Consumer,Massachusetts,Phones,137.94,35.8644,3,137.94,35.8644,3,137.94
Technology,Quincy,Consumer,Massachusetts,Phones,59.97,28.7856,3,59.97,28.7856,3,59.97
Technology,New York City,Consumer,New York,Phones,677.58,176.1708,3,677.58,176.1708,3,677.58
Technology,Auburn,Consumer,New York,Phones,35.12,9.1312,4,35.12,9.1312,4,35.12
Technology,New York City,Consumer,New York,Phones,631.96,303.3408,4,631.96,303.3408,4,631.96
Technology,Vineland,Consumer,New Jersey,Accessories,87.4,34.96,5,87.4,34.96,5,87.4
Technology,Oceanside,Consumer,New York,Accessories,899.95,53.997,5,899.95,53.997,5,899.95
Technology,Long Beach,Consumer,New York,Phones,89.95,43.176,5,89.95,43.176,5,89.95
Technology,New York City,Consumer,New York,Phones,979.95,264.5865,5,979.95,264.5865,5,979.95
Technology,New York City,Consumer,New York,Phones,1799.75,539.925,5,1799.75,539.925,5,1799.75
Technology,New York City,Consumer,New York,Accessories,132.6,17.238,6,132.6,17.238,6,132.6
Technology,New York City,Consumer,New York,Phones,119.7,31.122,6,119.7,31.122,6,119.7
Technology,Fairfield,Consumer,Connecticut,Phones,832.93,233.2204,7,832.93,233.2204,7,832.93
Technology,New York City,Consumer,New York,Accessories,71.6,13.604,8,71.6,13.604,8,71.6
Technology,New York City,Consumer,New York,Accessories,1071,171.36,9,1071,171.36,9,1071
Technology,New York City,Consumer,New York,Phones,279.86,134.3328,14,279.86,134.3328,14,279.86
Technology,Columbus,Consumer,Ohio,Accessories,24,-2.7,2,24,-2.7,2,24
Technology,Columbus,Consumer,Ohio,Accessories,47.984,0.599800000,2,47.984,0.599800000,2,47.984
Technology,Lancaster,Consumer,Ohio,Accessories,40,0.5,2,40,0.5,2,40
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,31.984,1.1994,2,31.984,1.1994,2,31.984
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,54.384,1.3596,2,54.384,1.3596,2,54.384
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,79.984,22.9954,2,79.984,22.9954,2,79.984
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,47.984,0.599800000,2,47.984,0.599800000,2,47.984
Technology,Kent,Consumer,Ohio,Accessories,71.976,-8.997,3,71.976,-8.997,3,71.976
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,16.776,5.0328,3,16.776,5.0328,3,16.776
Technology,Cincinnati,Consumer,Ohio,Accessories,119.96,35.988,5,119.96,35.988,5,119.96
Technology,Dublin,Consumer,Ohio,Accessories,479.952,107.9892,6,479.952,107.9892,6,479.952
Technology,Philadelphia,Consumer,Pennsylvania,Accessories,64.704,-4.8528,6,64.704,-4.8528,6,64.704
Technology,Cleveland,Consumer,Ohio,Phones,155.37,-36.253,1,155.37,-36.253,1,155.37
Technology,Philadelphia,Consumer,Pennsylvania,Phones,135.516,-31.6204,1,135.516,-31.6204,1,135.516
Technology,Philadelphia,Consumer,Pennsylvania,Phones,39.594,-7.2589,1,39.594,-7.2589,1,39.594
Technology,Philadelphia,Consumer,Pennsylvania,Phones,45.894,-9.1788,1,45.894,-9.1788,1,45.894
Technology,Columbus,Consumer,Ohio,Copiers,659.988,109.998,2,659.988,109.998,2,659.988
Technology,Fairfield,Consumer,Ohio,Phones,9.588,-2.0774,2,9.588,-2.0774,2,9.588
Technology,Philadelphia,Consumer,Pennsylvania,Phones,82.8,-20.7,2,82.8,-20.7,2,82.8
Technology,Philadelphia,Consumer,Pennsylvania,Phones,429.6,-93.08,2,429.6,-93.08,2,429.6
Technology,Bowling Green,Consumer,Ohio,Phones,26.982,4.0473,3,26.982,4.0473,3,26.982
Technology,Kent,Consumer,Ohio,Phones,107.982,-26.9955,3,107.982,-26.9955,3,107.982
Technology,Philadelphia,Consumer,Pennsylvania,Phones,269.982,40.4973,3,269.982,40.4973,3,269.982
Technology,Philadelphia,Consumer,Pennsylvania,Phones,280.782,-60.8361,3,280.782,-60.8361,3,280.782
Technology,Philadelphia,Consumer,Pennsylvania,Copiers,1199.976,179.9964,4,1199.976,179.9964,4,1199.976
Technology,Cleveland,Consumer,Ohio,Phones,431.976,-100.7944,4,431.976,-100.7944,4,431.976
Technology,Troy,Consumer,Ohio,Phones,1022.97,-255.7425,5,1022.97,-255.7425,5,1022.97
Technology,Grove City,Consumer,Ohio,Phones,119.94,15.992,10,119.94,15.992,10,119.94
Technology,Florence,Consumer,Kentucky,Phones,65.99,17.1574,1,65.99,17.1574,1,65.99
Technology,Atlanta,Consumer,Georgia,Accessories,499.98,114.9954,2,499.98,114.9954,2,499.98
Technology,Springfield,Consumer,Virginia,Accessories,99.98,7.998400000,2,99.98,7.998400000,2,99.98
Technology,Richmond,Consumer,Kentucky,Copiers,1399.98,629.991,2,1399.98,629.991,2,1399.98
Technology,Florence,Consumer,Kentucky,Phones,191.98,51.8346,2,191.98,51.8346,2,191.98
Technology,Georgetown,Consumer,Kentucky,Phones,699.98,195.9944,2,699.98,195.9944,2,699.98
Technology,Lafayette,Consumer,Louisiana,Phones,29.16,8.4564,3,29.16,8.4564,3,29.16
Technology,Pine Bluff,Consumer,Arkansas,Accessories,199.95,63.984,5,199.95,63.984,5,199.95
Technology,Richmond,Consumer,Kentucky,Accessories,146.45,48.3285,5,146.45,48.3285,5,146.45
Technology,Arlington,Consumer,Virginia,Machines,8749.95,2799.984,5,8749.95,2799.984,5,8749.95
Technology,Montgomery,Consumer,Alabama,Phones,979.95,274.386,5,979.95,274.386,5,979.95
Technology,Hampton,Consumer,Virginia,Phones,226.2,58.812,5,226.2,58.812,5,226.2
Technology,Richmond,Consumer,Virginia,Phones,206.1,55.647,5,206.1,55.647,5,206.1
Technology,Arlington,Consumer,Virginia,Phones,173.94,50.4426,6,173.94,50.4426,6,173.94
Technology,Jacksonville,Consumer,Florida,Accessories,47.992,7.198800000,1,47.992,7.198800000,1,47.992
Technology,Jacksonville,Consumer,North Carolina,Accessories,79.992,21.9978,1,79.992,21.9978,1,79.992
Technology,Johnson City,Consumer,Tennessee,Phones,108.784,6.799000000,2,108.784,6.799000000,2,108.784
Technology,Miami,Consumer,Florida,Accessories,17.88,2.4585,3,17.88,2.4585,3,17.88
Technology,Jacksonville,Consumer,North Carolina,Phones,22,1.375,5,22,1.375,5,22
Technology,Tallahassee,Consumer,Florida,Phones,4367.896,327.5922,13,4367.896,327.5922,13,4367.896
Technology,Seattle,Consumer,Washington,Accessories,99.6,36.852,1,99.6,36.852,1,99.6
Technology,Encinitas,Consumer,California,Accessories,119.98,57.5904,2,119.98,57.5904,2,119.98
Technology,Los Angeles,Consumer,California,Accessories,119.98,35.994,2,119.98,35.994,2,119.98
Technology,Los Angeles,Consumer,California,Accessories,50,10.5,2,50,10.5,2,50
Technology,Seattle,Consumer,Washington,Accessories,21.98,8.5722,2,21.98,8.5722,2,21.98
Technology,Los Angeles,Consumer,California,Accessories,989.97,395.988,3,989.97,395.988,3,989.97
Technology,Los Angeles,Consumer,California,Accessories,90.57,11.7741,3,90.57,11.7741,3,90.57
Technology,San Diego,Consumer,California,Accessories,53.25,20.7675,3,53.25,20.7675,3,53.25
Technology,San Francisco,Consumer,California,Accessories,107.97,22.6737,3,107.97,22.6737,3,107.97
Technology,Seattle,Consumer,Washington,Accessories,428.4,89.964,3,428.4,89.964,3,428.4
Technology,Seattle,Consumer,Washington,Accessories,43.5,10.875,3,43.5,10.875,3,43.5
Technology,Des Moines,Consumer,Washington,Copiers,1799.97,701.9883,3,1799.97,701.9883,3,1799.97
Technology,San Jose,Consumer,California,Accessories,72,12.96,4,72,12.96,4,72
Technology,Oxnard,Consumer,California,Accessories,82.95,29.0325,5,82.95,29.0325,5,82.95
Technology,Seattle,Consumer,Washington,Accessories,234.95,32.893,5,234.95,32.893,5,234.95
Technology,Los Angeles,Consumer,California,Accessories,68.46,25.3302,7,68.46,25.3302,7,68.46
Technology,San Diego,Consumer,California,Accessories,148.32,63.7776,9,148.32,63.7776,9,148.32
Technology,Seattle,Consumer,Washington,Accessories,538.92,80.838,9,538.92,80.838,9,538.92
Technology,Los Angeles,Consumer,California,Accessories,435.84,130.752,12,435.84,130.752,12,435.84
Technology,Phoenix,Consumer,Arizona,Phones,29.592,2.5893,1,29.592,2.5893,1,29.592
Technology,Scottsdale,Consumer,Arizona,Phones,271.992,23.7993,1,271.992,23.7993,1,271.992
Technology,Avondale,Consumer,Arizona,Accessories,23.2,1.45,2,23.2,1.45,2,23.2
Technology,Los Angeles,Consumer,California,Copiers,959.984,335.9944,2,959.984,335.9944,2,959.984
Technology,Tucson,Consumer,Arizona,Phones,35.12,13.17,2,35.12,13.17,2,35.12
Technology,Los Angeles,Consumer,California,Phones,135.984,16.998,2,135.984,16.998,2,135.984
Technology,Los Angeles,Consumer,California,Phones,479.92,41.993,2,479.92,41.993,2,479.92
Technology,San Francisco,Consumer,California,Phones,84.784,-20.1362,2,84.784,-20.1362,2,84.784
Technology,San Francisco,Consumer,California,Phones,201.584,12.599,2,201.584,12.599,2,201.584
Technology,Louisville,Consumer,Colorado,Phones,559.984,55.9984,2,559.984,55.9984,2,559.984
Technology,Des Moines,Consumer,Washington,Phones,246.384,27.7182,2,246.384,27.7182,2,246.384
Technology,Seattle,Consumer,Washington,Phones,20.784,-4.6764,2,20.784,-4.6764,2,20.784
Technology,Pocatello,Consumer,Idaho,Phones,140.376,8.773500000,3,140.376,8.773500000,3,140.376
Technology,Albuquerque,Consumer,New Mexico,Phones,23.976,-5.6943,3,23.976,-5.6943,3,23.976
Technology,Kent,Consumer,Washington,Phones,71.976,8.997000000,3,71.976,8.997000000,3,71.976
Technology,Los Angeles,Consumer,California,Copiers,639.968,215.9892,4,639.968,215.9892,4,639.968
Technology,San Diego,Consumer,California,Machines,4476.8,503.64,4,4476.8,503.64,4,4476.8
Technology,San Francisco,Consumer,California,Phones,703.968,87.996000000,4,703.968,87.996000000,4,703.968
Technology,Stockton,Consumer,California,Phones,95.84,34.742,4,95.84,34.742,4,95.84
Technology,Aurora,Consumer,Colorado,Phones,300.768,30.0768,4,300.768,30.0768,4,300.768
Technology,Portland,Consumer,Oregon,Phones,319.968,35.9964,4,319.968,35.9964,4,319.968
Technology,Olympia,Consumer,Washington,Phones,201.568,22.6764,4,201.568,22.6764,4,201.568
Technology,Aurora,Consumer,Colorado,Accessories,119.8,29.95,5,119.8,29.95,5,119.8
Technology,Los Angeles,Consumer,California,Copiers,2799.96,944.9865,5,2799.96,944.9865,5,2799.96
Technology,San Diego,Consumer,California,Copiers,1199.96,224.9925,5,1199.96,224.9925,5,1199.96
Technology,Seattle,Consumer,Washington,Machines,385.8,130.2075,5,385.8,130.2075,5,385.8
Technology,Los Angeles,Consumer,California,Phones,39.96,12.987,5,39.96,12.987,5,39.96
Technology,Seattle,Consumer,Washington,Phones,383.96,38.396,5,383.96,38.396,5,383.96
Technology,Thornton,Consumer,Colorado,Accessories,76.752,10.5534,6,76.752,10.5534,6,76.752
Technology,San Francisco,Consumer,California,Phones,862.344,97.013700000,7,862.344,97.013700000,7,862.344
Technology,Thornton,Consumer,Colorado,Accessories,102.336,14.0712,8,102.336,14.0712,8,102.336
Technology,Avondale,Consumer,Arizona,Phones,742.336,83.512800000,8,742.336,83.512800000,8,742.336
Technology,Westland,Consumer,Michigan,Accessories,109.95,36.2835,1,109.95,36.2835,1,109.95
Technology,Rochester,Consumer,Minnesota,Accessories,19.99,6.7966,1,19.99,6.7966,1,19.99
Technology,Rochester,Consumer,Minnesota,Accessories,142.8,29.988,1,142.8,29.988,1,142.8
Technology,Milwaukee,Consumer,Wisconsin,Accessories,13.48,1.8872,1,13.48,1.8872,1,13.48
Technology,Detroit,Consumer,Michigan,Phones,118.99,33.3172,1,118.99,33.3172,1,118.99
Technology,Detroit,Consumer,Michigan,Phones,8.78,2.2828,1,8.78,2.2828,1,8.78
Technology,Jackson,Consumer,Michigan,Phones,10.9,3.052,1,10.9,3.052,1,10.9
Technology,Indianapolis,Consumer,Indiana,Accessories,79.78,29.5186,2,79.78,29.5186,2,79.78
Technology,Dearborn Heights,Consumer,Michigan,Accessories,99.98,42.9914,2,99.98,42.9914,2,99.98
Technology,Jackson,Consumer,Michigan,Accessories,59.98,25.1916,2,59.98,25.1916,2,59.98
Technology,New Castle,Consumer,Indiana,Phones,23.92,6.6976,2,23.92,6.6976,2,23.92
Technology,Detroit,Consumer,Michigan,Phones,299.98,83.9944,2,299.98,83.9944,2,299.98
Technology,Detroit,Consumer,Michigan,Phones,41.9,11.732,2,41.9,11.732,2,41.9
Technology,Detroit,Consumer,Michigan,Phones,257.98,74.8142,2,257.98,74.8142,2,257.98
Technology,Grand Rapids,Consumer,Michigan,Phones,97.98,27.4344,2,97.98,27.4344,2,97.98
Technology,Saginaw,Consumer,Michigan,Phones,131.98,35.6346,2,131.98,35.6346,2,131.98
Technology,Trenton,Consumer,Michigan,Phones,191.98,51.8346,2,191.98,51.8346,2,191.98
Technology,Detroit,Consumer,Michigan,Accessories,479.97,163.1898,3,479.97,163.1898,3,479.97
